"id";"name";"address";"city";"state";"zip";"county";"phone";"main url";"email";"details";"location website";"facebook page";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour";"notes"
1172527;"KIDS CHOICE AFTER SCHOOL CARE";"1711 STANFORD AVENUE";"STANFORD";"CA";94305;"SANTA CLARA";"(650) 656-8170";"http://kidschoiceafterschoolcare.org/";"nbarrios@kidschoiceafterschoolcare.org";"Kids Choice offers a stimulating environment designed to promote social, emotional, intellectual, and physical development. Through our program, we will provide a variety of learning experiences that foster the development of a positive self-image while making the learning process enjoyable. We respect each child as an individual with unique qualities personality, intelligence, and creativity. Our goals are to provide affordable quality child care; an open and inviting line of communication between parents and staff; and a rich curriculum that will meet each child’s developmental needs. The program objectives are to provided age-appropriate, hands-on curriculum that will also meet the developmental needs of each child. The curriculum focuses on various areas of learning for the children’s growth and enjoyment, which include manipulatives, reading, math, creative arts, physical development, science, social development, cooking, homework skills, and the value of children learning through play. We are committed to providing a high quality program, aligning with the National Association for the Education of Young Children (NAEYC) quality standards.";"http://kidschoiceafterschoolcare.org/";;;"http://kidschoiceafterschoolcare.org/wp-content/uploads/2018/01/Kids-Choice-Application.pdf";"http://kidschoiceafterschoolcare.org/wp-content/uploads/2018/01/Parent-Handbook.pdf";;;;"x";"x";;"http://kidschoiceafterschoolcare.org/wp-content/uploads/2018/01/JPEG72_big.jpg";"8AM - 6PM";"8AM - 6PM";"8AM - 6PM";"8AM - 6PM";"8AM - 6PM";"Closed";"Closed";
1172528;"K.E.E.P.-SFPM";"2340 JACKSON STREET";"SAN FRANCISCO";"CA";94115;"SAN FRANCISCO";"(415) 749-3544";"http://www.sfpublicmontessori.org/";;"A first-of-its-kind program in the San Francisco Unified School District, bridging pre-k and elementary, SFPM is at once innovative and proven. Montessori schools have been helping children learn and grow around the world for more than 100 years.";"http://www.sfpublicmontessori.org/";"https://www.facebook.com/group.php?gid=303086428863";;"http://www.sfpublicmontessori.org/enrollment";"https://gallery.mailchimp.com/22c289544d2772cf2afb33e62/files/72038350-58fb-4a8d-9d87-42c07e9cefaa/Parent_Handbook_2017_2018.pdf";;;"x";"x";"x";;"http://www.sfpublicmontessori.org/sites/all/themes/sfpm960/logo.png";"8:15AM - 2:30PM";"8:15AM - 2:30PM";"8:15AM - 2:30PM";"8:15AM - 2:30PM";"8:15AM - 2:30PM";"Closed";"Closed";
1172531;"LIL' SCHOOL, THE";"8089 MADISON AVE, #11";"CITRUS HEIGHTS";"CA";95610;"SACRAMENTO";"(520) 456-8234";"http://www.thelilschool.com/";"contact@thelilschool.com";"Inspired by several approaches, (Reggio Emilia, European Programs, and Creative Curriculum), we thrive to give a well-rounded education that will allow your child to develop into a confident creative thinker.";"http://www.thelilschool.com/";"https://www.facebook.com/thelilschool/";;;"https://parentportal.runsandbox.com/Login?ReturnUrl=%2F";"x";"x";"x";"x";"x";"x";"https://static.wixstatic.com/media/72b8d9_86058cb9e74044e397d02cc21e1ac67e.png/v1/fill/w_230,h_90,al_c,usm_0.66_1.00_0.01/72b8d9_86058cb9e74044e397d02cc21e1ac67e.png";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"Closed";"Closed";
1172532;"LONGLEY WAY ELEMNTARY SCHOOL";"2601 LONGLEY WAY";"ARCADIA";"CA";91007;"LOS ANGELES";"(626) 684-2899";"https://lw.ausd.net/";"jkissel@ausd.net";"Longley Way Elementary is a very special place where we highly value the “community feel” we have on our campus and making a difference in the lives of all our students. Leadership is a core value at Longley Way and we strive to empower all our students to see themselves as leaders in all they do both at school and home. We also put great emphasis on preparing our students to be 21st Century learners through collaboration, respecting differences, and going deeper in their thinking. We are an AVID Elementary and also in the beginning stages of Leader in Me, both of which offer a backbone for how we run our school. ";"https://lw.ausd.net/";"https://www.facebook.com/longleywaypta/";;;"https://lw.ausd.net/apps/pages/index.jsp?uREC_ID=954191&type=d&pREC_ID=1279453";;;"x";"x";;;;"7:30AM - 4PM";"7:30AM - 4PM";"7:30AM - 4PM";"7:30AM - 4PM";"7:30AM - 4PM";"Closed";"Closed";
1172533;"LOS ANGELES SOUTHWEST COLLEGE CDC";"1600 W. IMPERIAL HWY.";"LOS ANGELES";"CA";90047;"LOS ANGELES";"(323) 241-5000";"http://www.lasc.edu/";"lasccommunications@lasc.edu";"The Child Development Program prepares individuals for various levels of employment in child development centers, preschools, recreation centers, public school settings, Head Start programs, family and in-home daycare and other areas where caring for young children is the principal function. The program integrates theoretical and empirical concepts of development with field and laboratory experiences.";"http://www.lasc.edu/chdev/";"https://www.facebook.com/LASouthwestCollege/?rf=110583158970702";"http://www.laccd.edu/Employment/Pages/default.aspx";"http://www.lasc.edu/chdev/career_opportunities.html";"http://www.lasc.edu/chdev/Child%20Development.pdf";;;"x";"x";;"x";"http://www.lasc.edu/images/images2014/LASC_logo2014_BlueAndGold_TRANSPARENT.png";"8AM - 6:30PM";"8AM - 6:30PM";"8AM - 6:30PM";"8AM - 6:30PM";"8AM - 1PM";"Closed";"Closed";
1172534;"MERCED ELEMENTARY SCHOOL";"1545 E. MERCED AVE.";"WEST COVINA";"CA";91790;"LOS ANGELES";"(626) 646-9956";"http://merced.wcusd.org/";;"Through a unified effort among staff, parents, and community, Merced Elementary School strives to nurture students into becoming empowered, lifelong learners who embrace responsibility, effective collaboration, and self-discipline.";"http://merced.wcusd.org/";;;;;;;"x";"x";"x";;"http://merced.wcusd.org/uimg/image/1224306429059/1224957753611/1229222655574.gif";;;;;;;;
1172535;"MILLENNIUM CHILD DEVELOPMENT CENTER";"1520 NORTH LINCOLN STREET";"DIXON";"CA";95620;"SOLANO";"(707) 693-6710";"http://www.millenniumchilddevelopmentcenter.com/";"MCDCDixon@gmail.com";"Millennium Child Development Center (two locations located in Vacaville & Dixon, California) offers high quality programs targeted to the specific developmental needs of infants, toddlers and preschoolers. Millennium also offers a School-Age program. The hours of operation are 6:30 am to 6:00 pm Monday through Friday. All programs use emergent curriculum methods to explore Language Studies, Art, Science, Music, Social Studies, and fine and gross motor tasks. Millennium Child Development Center also provides all students with a nutritious hot lunch, breakfast and snacks";"http://www.millenniumchilddevelopmentcenter.com/contactinfo.html";"https://www.facebook.com/Millennium-Child-Development-Center-152078221663044/";;"http://www.millenniumchilddevelopmentcenter.com/pdf/applicationform.pdf";;"x";"x";"x";"x";;;"http://www.millenniumchilddevelopmentcenter.com/images/MillenniumLogo2JPG2.gif";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"Closed";"Closed";
1172536;"MISSION VALLEY YMCA-OLD TOWN ACADEMY";"2120 SAN DIEGO AVENUE";"SAN DIEGO";"CA";92110;"SAN DIEGO";"(619) 298-3576";"http://www.oldtownacademy.org/";"nhirsch@oldtownacademy.org";"At Old Town Academy, we are focused on Core Knowledge, Project-Based Learning, and Digital Literacy. Our emphasis is on the process of learning, and developing high-achieving independent learners, who will be prepared for success in high school, that will enable them to be college and career ready. We offer an extensive after school enrichment program, with offerings in ballet, violin, Spanish, piano, karate, soccer, tennis, yoga, volleyball, STEM, chess, robotics, and more. Our enrichment program is an extension of classroom learning, and leads to further development of well-rounded students who will become active thinkers and lifelong learners.";"http://www.oldtownacademy.org/";"https://www.facebook.com/pages/Old-Town-Academy-K-8-Charter/955598907802785";;"http://oldtownacademy.org/enrollment/";"http://oldtownacademy.org/ota-forms-2/";;;"x";"x";;;"http://oldtownacademy.org/wp-content/uploads/2018/03/OTA-logo-3-Initials-PURPLE-150x161.png";"8AM - 3PM";"8AM - 3PM";"8AM - 3PM";"8AM - 3PM";"8AM - 3PM";"Closed";"Closed";
1172537;"MONTESSORI BEFORE & AFTER SCH PROG - ALTAMONT (SA)";"452 WEST SAINT FRANCIS AVE";"MOUNTAIN HOUSE";"CA";95391;"San Joaquin";"(209) 836-7240";"http://aes.lammersvilleschooldistrict.net/";;"The mission of the Lammersville Unified School District is to prepare students to become responsible decision makers who, as lifelong learners, are college and career ready and are productive contributors of their local and global community.";"http://aes.lammersvilleschooldistrict.net/after_school_services";"https://www.facebook.com/lammersville";;;"http://aes.lammersvilleschooldistrict.net/information/handbook";;;;"x";;;;"7:30AM - 4:30PM";"7:30AM - 4:30PM";"7:30AM - 4:30PM";"7:30AM - 4:30PM";"7:30AM - 4:30PM";"Closed";"Closed";
1172538;"MONTESSORI BEFORE & AFTER SCH PROG - QUESTA";"685 NORTH MONTEBELLO STREET";"MOUNTAIN HOUSE";"CA";95391;"San Joaquin";"(209) 836-7230";"https://www.montessorischoolofmountainhouse.com/";"MH@montessorica.com";"The Montessori classroom provides a prepared environment in which children learn at their own pace within the context of a loving & nurturing environment. The children’s inherent love of learning is encouraged by providing the opportunity to be spontaneous, and engage in meaningful activities under the guidance of a credentialed Montessori teacher. Through the learning activities children develop concentration, motivation, persistence, discipline, and harmony. Within this framework of order they progress at their pace and rhythm according to their individual capabilities.";"https://www.montessorischoolofmountainhouse.com/";"https://www.facebook.com/Montessori-School-of-Mountain-House-854358087980406/";"https://www.montessorischoolofmountainhouse.com/employment-opportunities/";"https://www.montessorischoolofmountainhouse.com/tuition-fees/";"https://www.montessorischoolofmountainhouse.com/tuition-fees/";;;"x";"x";;;"https://www.montessorischoolofmountainhouse.com/wp-content/uploads/2017/09/montessori-school-of-mt-house_logo.png";"7AM - 6PM";"7AM - 6PM";"7AM - 6PM";"7AM - 6PM";"7AM - 6PM";"Closed";"Closed";
