"id";"name";"address";"city";"state";"zip";"county";"phone";"main url";"email";"details";"location website";"facebook page";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour";"notes"
1174289;"KINDERCARE LEARNING CENTERS 073048";"633 QUINCY AVE";"SCRANTON";"PA";18510;"LACKAWANNA";5703444397;;;;;;;;;;;;;;;;;;;;;;;"Closed"
1174290;"MID VALLEY EARLY HEAD START";"641 SIMPSON ST";"THROOP";"PA";18512;"Lackawanna";5703832774;"https://www.slhda.org/";"SFontana@slhda.org";"A comprehensive child development program that promotes school readiness by enhancing the social and cognitive development of children through the provision of educational, health, nutritional, social and other services to enrolled children and families. Head Start engages parents in their children's learning and helps parents in making progress toward their educational, literacy and employment goals.";"https://www.slhda.org/early-learning-program";"https://www.facebook.com/SLHDA321/";"https://www.slhda.org/job-postings";"https://www.slhda.org/enrollment-information";"https://www.slhda.org/parent-corner-page";"x";"x";"x";"x";;;"https://static.wixstatic.com/media/f5ab49_f89dd00fb08a44c0b7e8ef5229a72889~mv2.gif";;;;;;;;
1174288;"DUNMORE KIDS CREATIVE LEARNING CENTER";"111 N APPLE ST";"DUNMORE";"PA";18512;"Lackawanna";5709099610;"http://kidscreativelearningcenters.com/";"dunmorekidsclc@gmail.com";"Dunmore Kids Creative Learning Center is designed specifically for school age students to provide children with age appropriate activities in a safe and secure environment that allows children to be children";"http://kidscreativelearningcenters.com/";"https://www.facebook.com/Dunmore-Kids-Creative-Learning-Center-199696690387429/";;;;;;"x";"x";"x";"x";"http://kidscreativelearningcenters.com/wp-content/uploads/2016/02/PSLogo.png";"9AM - 5PM";"9AM - 5PM";"9AM - 5PM";"9AM - 5PM";"9AM - 5PM";"Closed";"Closed";
1174291;"EHS CHILDCARE ROOM";"706 N SHAVER ST";"MOUNT UNION";"PA";17066;"HUNTINGDON";8145422518;;;;;;;;;;;;;;;;;;;;;;;
1174292;"Discover The World Childrens Center Inc";"62 PITNEY ST";"SAYRE";"PA";18840;"BRADFORD";5708887529;"http://discovertheworldchildrenscenter.com/";"office@discovertheworldchildrenscenter.com";"We, at Discover the World Children’s Center, combine learning experiences and structured play in a fun, safe and nurturing environment – offering far more than just child care. Our program is the first introduction to a lifetime of learning. A journey that should start off on the right foot. We help children discover, explore and learn to their fullest potential.";"http://discovertheworldchildrenscenter.com/contact-us/";"https://www.facebook.com/pages/Discover-The-World-Learning-Center/134099129973232";;;"http://discovertheworldchildrenscenter.com/parent-resources/";"x";"x";"x";"x";"x";;"http://discovertheworldchildrenscenter.com/wp-content/uploads/2017/05/title.png";;;;;;;;
1174293;"SHINING STARS DAYCARE AND PRESCHOOL";"201 SPRINGBROOK DR";"CANTON";"PA";17724;"BRADFORD";"570-870-0518";;;"We are a child care center that provides quality care in a family-like setting with a lot of experience in childcare";;"https://www.facebook.com/Shining-Stars-Daycare-and-Preschool-1276087472408559/";;;;;;;;;;;"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"Closed";"Closed";
1174295;"LITTLE MINDS LEARNING ACADEMY LLC/SITE 2";"800 FAYETTE AVE";"BELLE VERNON";"PA";15012;"FAYETTE";7249298687;"http://littlemindslearning.com/";"racheldominick@comcast.net";"We offer innovative learning to enhance your child's unique gifts in a safe, loving, nurturing environment where every child is a star.";"http://littlemindslearning.com/belle-vernon/4962096";"https://www.facebook.com/Little-Minds-Learning-Academy-Daycare-and-Preschool-414370141985057/";;;;"x";"x";"x";"x";"x";;"http://littlemindslearning.com/communities/6/000/001/026/846//images/1796051_489x69.png";"6AM - 8PM";"6AM - 8PM";"6AM - 8PM";"6AM - 8PM";"6AM - 8PM";"6AM - 8PM";;
1174296;"LITTLE RASCALS LEARNING ACADEMY";"212 INDEPENDENCE ST";"PERRYOPOLIS";"PA";15473;"FAYETTE";7244331151;"http://littlemindslearning.com/";"racheldominick@comcast.net";"We offer innovative learning to enhance your child's unique gifts in a safe, loving, nurturing environment where every child is a star.";"http://littlemindslearning.com/perryopolis/1247447";"https://www.facebook.com/Little-Minds-Learning-Academy-Daycare-and-Preschool-414370141985057/";;;;"x";"x";"x";"x";"x";;"http://littlemindslearning.com/communities/6/000/001/026/846//images/1796051_489x69.png";"6AM - 8PM";"6AM - 8PM";"6AM - 8PM";"6AM - 8PM";"6AM - 8PM";"6AM - 8PM";;
1174301;"CHEDER MENACHEN PRESCHOOL";"970 WYOMING AVE REAR 970";"KINGSTON";"PA";18704;"LUZERNE";4127153018;;;;"https://jewishwilkes-barre.org/community-directory/cheder-menachem";;;;;;;;;;;;;;;;;;;
1174299;"HAZLETON INTEGRATION PROJECT";"225 E 4TH ST";"HAZLETON";"PA";18201;"LUZERNE";5708618081;"http://www.hazletonintegrationproject.org/";"hazletonintegrationproject@gmail.com";"Our mission is to provide a physical environment within the city of Hazleton, Pennsylvania, conducive to creating opportunities for economically challenged children to participate in a variety of no-cost or low-cost educational, cultural and athletic activities.";"http://www.hazletonintegrationproject.org/home/programs";"https://www.facebook.com/hazletonone/";;;;;;"x";"x";"x";"x";"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/c23.23.287.287/s200x200/18244_183883228417734_345678875_n.jpg?_nc_cat=0&oh=c0ad07c757f31e45e200d4e7454578de&oe=5B7D8520";"8:30AM - 8PM";"8:30AM - 8PM";"8:30AM - 8PM";"8:30AM - 8PM";"8:30AM - 8PM";"10AM - 12PM";"Closed";
