"id";"name";"address";"city";"state";"zip";"county";"phone";"main url";"email";"details";"location website";"facebook page";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour";"notes"
1173821;"LEARN & PLAY CHILD CARE, LLC";"304 E IRON ST";"BESSEMER";"MI";49911;"GOGEBIC";"(906)667-5025";;;"Accepts children ages 6 weeks to 12 years.  School bussing to and from the center.";;"https://www.facebook.com/Learn-Play-Child-Care-LLC-1393789710646019/";;;;"x";"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-9/14907603_1393825537309103_7819729601657152289_n.jpg?_nc_cat=0&oh=2d56893fd72bb5c34c9df41c5f5374e8&oe=5B7D293A";"5:30AM - 5:30PM";"5:30AM - 5:30PM";"5:30AM - 5:30PM";"5:30AM - 5:30PM";"5:30AM - 5:30PM";"Closed";"Closed";
1173824;"BHK HOUGHTON ELEMENTARY";"203 W JACKER AVE.";"HOUGHTON";"MI";49931;"HOUGHTON";"(906)482-0456";"http://bhkfirst.org";"bhk@bhkfirst.org";"Rooted in community, BHK is the visionary leader maximizing potential and inspiring growth.";"http://bhkfirst.org/about-locations.php";;"https://www.facebook.com/BHKChildDevelopment/?ref=page_internal";"http://bhkfirst.org/about-enrollment.php";"http://bhkfirst.org/parent-handbooks.php";"z";"z";"z";"z";;;"http://bhkfirst.org/images/logo-main.png";;;;;;;;
1173843;"Mini Maestros Creative  Learning Academy";"2912 East Gallatin Street";"Burlington";"KY";41005;"BOONE";"(859)689-7529";;;"""Where learning is an art."" Focusing on Music, art, and foreign language. Organic meals served, small school, more individualized attention for your child.";;"https://www.facebook.com/Mini-Maestros-Creative-Learning-Academy-294810617528108/";;;;;;;;;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t31.0-8/13731910_294813374194499_8340633028979372577_o.jpg?_nc_cat=0&oh=1dec207f30177b43df8f6eccde676686&oe=5B9C1D52";;;;;;;;
1173844;"Children, Inc. Extended  Education at Kelly  Elementary";"6775 Mcvillle Rd.";"Burlington";"KY";41005;"BOONE";"(859)431-2075";"http://www.childreninc.org/";"rbricking@childreninc.org";"At Children, Inc. we have a true and sincere passion for the welfare and development of children and we aim to live out this passion through each and every one of our programs for infants to kindergarten age children.";"http://www.childreninc.org/our-programs/extended-education/";"https://www.facebook.com/childrenincky/";"http://www.childreninc.org/employment-opportunities/";"http://www.childreninc.org/enrollment-form/";;"x";"x";"x";"x";"x";;"http://www.childreninc.org/wp-content/themes/childreninc/images/children-inc-logo.svg";"9AM - 5PM";"9AM - 5PM";"9AM - 5PM";"9AM - 5PM";"9AM - 5PM";"Closed";"Closed";
1173845;"Children, Inc. Early  Learning Center at Yealey  Elementary";"10 Yealey Drive";"Florence";"KY";41042;"BOONE";"(859)431-2075";"http://www.childreninc.org/";"rbricking@childreninc.org";"At Children, Inc. we have a true and sincere passion for the welfare and development of children and we aim to live out this passion through each and every one of our programs for infants to kindergarten age children.";"http://www.childreninc.org/our-locations/in-school-preschools/early-learning-center-yealey-elementary/";"https://www.facebook.com/childrenincky/";"http://www.childreninc.org/employment-opportunities/";"http://www.childreninc.org/enrollment-form/";;"x";"x";"x";"x";"x";;"http://www.childreninc.org/wp-content/themes/childreninc/images/children-inc-logo.svg";"9AM - 5PM";"9AM - 5PM";"9AM - 5PM";"9AM - 5PM";"9AM - 5PM";"Closed";"Closed";
1173846;"Kelly Elementary  Afterschool Program";"6775 Mcville Rd.";"Burlington";"KY";41005;"BOONE";"(859)431-2075";"https://kelly.schoolloop.com/";"Rachel@CarlsbadEd.org";"For 21 years, the Carlsbad Educational Foundation has delivered high quality, licensed childcare for students at Carlsbad’s nine elementary schools. This program currently cares for more than 600 students and is known throughout Carlsbad for its experienced childcare staff, varied enrichment offerings and convenient, on-site locations.";"https://kelly.schoolloop.com/cms/page_view?d=x&piid=&vpid=1498554484997";;;"https://www.carlsbaded.org/elementary-kids-care-child-care/register/";;;;"x";"x";;;"https://kelly.schoolloop.com/uimg/image/1218238804951/1377670361858/1424591916049.jpg";"8:30AM - 5PM";"8:30AM - 5PM";"8:30AM - 5PM";"8:30AM - 5PM";"8:30AM - 5PM";"Closed";"Closed";
1173848;"Immanuel Kids Day Out  Preschool";"1440 Boone Aire Rd.";"Florence";"KY";41042;"BOONE";"(859)525-2307";"https://immanuelumc.org/";"ajamison@immanuelumc.org";"The purpose of the Immanuel Preschools (Sonshine Preschool and Kids Day Out Preschool) is to provide educational and creative opportunities for children in order to accomplish growth spiritually, intellectually, socially, and physically.  We accomplish this by providing competent, certified, and engaged adults who interact with children daily, supporting their cognitive, language, physical, social, and emotional growth through engaging materials, activities, and positive adult-child interactions through a daily routine.";"https://immanuelumc.org/ministries/preschools";;;"https://static1.squarespace.com/static/57b1a2453e00be9be5f336d0/t/5a4e74e8419202af0835fbb6/1515091177808/2018-2019Registration+Form.pdf";"https://static1.squarespace.com/static/57b1a2453e00be9be5f336d0/t/5a5fab740d92977380fbee5c/1516219253081/Information+Packet.pdf";;;"x";"x";;;"https://static1.squarespace.com/static/57b1a2453e00be9be5f336d0/t/58ab23875016e11d7e684f4d/1487610773441/?format=1000w";"9:30AM - 1:30PM";"9:30AM - 1:30PM";"9:30AM - 1:30PM";"9:30AM - 1:30PM";"9:30AM - 1:30PM";"Closed";"Closed";
1173841;"Watch Me Grow Learning  Center";"219 Reynolds Road";"Glasgow";"KY";42141;"BARREN";"(270)590-0571";;"watchmegrowlearningcenter219@gmail.com";"Watch Me Grow Learning Centers goal is to provide a safe environment for your child that offers physical, social, emotional, and cognitive development.";;"https://www.facebook.com/watchmegrowlearningcenter219/";;;;"x";"x";"x";;;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/13906833_1843719682522627_1567250178202035769_n.jpg?_nc_cat=0&oh=18510f2044e4d64e65d8ab7111835571&oe=5B7DCEA9";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"Closed";"Closed";
1173842;"YMCA Mustang Corral";"215 Parkview Drive";"Glasgow";"KY";42141;"BARREN";"(270)651-9622";"http://www.barren.kyschools.us/";" janet.harp@barren.kyschools.us";"Welcome back to another great year with the Mustang Corral at Red Cross Elementary!  We look forward to providing you with a safe and fun environment for your child to stay in when school is over. ";"http://www.barren.kyschools.us/8/Content/762";;;;;;;"x";"x";;;;"2:30PM - 5:30PM";"2:30PM - 5:30PM";"2:30PM - 5:30PM";"2:30PM - 5:30PM";"2:30PM - 5:30PM";"Closed";"Closed";
1173847;"Little Hands Big Hearts  Childcare Center";"8025 Dream Street";"Florence";"KY";41042;"BOONE";"(859)282-6777";;;;;;;;;;;;;;;;;;;;;;;
